texts,created_at,location
"@Muslim As we understand, Dr @jordanbpeterson is different breed, his visit must not be tagged as controversial.",2022-10-13,Pakistan 
"@swati_gs @ARanganathan72 Where would it stop. Will this be the privilege of only muslims and no other religions. Will this be limited to schools or applicable for every institution that has uniforms like military, police, courts, doctors, etc. Where and who will draw this line!",2022-10-13,
"@vimacs420 @TransphobicLs My point being whenever someone insults other groups/communities it's called ""freedom of speech"" BUT whenever someone for ex: insults the gay community they're ""homophobic""? Insults the trans community they're ""transphobic""? For example: insults Muslim that's ""freedom of speech""?",2022-10-13,
@Lrbearclaw @roxystriar @SheHulkOfficial I don't think so. Ms Marvel is made from the perspective of a female Muslim teenager and I found it completely relatable and charming. I think comedy is super subjective and it just didn't work for me. But that doesn't mean other people might have laughed out loud.,2022-10-13,Evansville In
"@SocialNomadRach They were able to, the crippling losses the Muslim empires got for trying to enter Vienna and France were just a laugh. Being pushed from Hubgrary the balkans and Iberia by superior armies was them not wanting dirty poor Europe.",2022-10-13,
STAND with Kashmiris and all the Muslims in India  @priyankachopra https://t.co/KmxPZ97MGh,2022-10-13,Santiago Bernabéu 
@OpIndia_com Hindus engage Muslim black magician to do mantravad for prosperity. Many Hindus are most suspectible to such temptations as they practice propitiating evil spirits &amp; devils &amp; human sacrifice is the next step.,2022-10-13,
"You're gonna need a prayer circle... Unfortunately for you, it won't help. Islam via Rd3 sub https://t.co/0c9k480wka",2022-10-13,"Stockton, CA"
"All India Bar Association writes to CJI requesting him to refer #HijabRow case to larger bench of minimum 5 judges including one Muslim judge. @anany_b with details 

Watch #PlainSpeak with @GrihaAtul LIVE now | #HijabRow #SupremeCourt https://t.co/sZjpXodlA0",2022-10-13,India
"A former mutual is taking sly digs at me. One look at his account &amp; you'll instantly take him for a very progressive person given how he waxes eloquence against fascism, casteism, etc. However, talk to him about caste in Indian Muslims &amp; see the response:) Reason why I unfollowed",2022-10-13,
@SuperbSpearing @Nico_AFC_ @tomst7 @kk_aa676 @SkySportsNews Stop twisting it they have certain customs end of of course we dont agree way persecuting anybody but this isn't the way to try and change things if ur really for everybody to be whatever they want then we must also respect strict Muslim countries,2022-10-13,west lothian
"@rama1966 @GPFutures Dont laugh. They are in the serious business of Raliv, Galiv ya Chaliv (from this earth).

They are sitting in or close to every Western government and tweaking their foreign policy against resistance to Dar-ul-Islam.",2022-10-13,
"Now Hundu will decide what is necessary in Islam and what is not.
#Educationforhijabigirls",2022-10-13,
"@narendramodi PM ji pl bring a ordinance in parliament to add name of Krishan janambhoomi and Kashi Vishwanath along with Ram Janam Bhoomi and pass this. Supreme court can't do any thing as you did for 370. Muslims will die, never vote for BJP. Pl donot wait 2024. Hindu votes ?",2022-10-13,
@LiveLawIndia Muslims understood what kind of verdict in the matter will come when Milord made such an observation during the course of arguments itself. Now it is formalised that's all. Even a Sikh woman wearing turban filed a case in favour of allowing hijab at par with her turban.,2022-10-13,
"@manojompareek @ARanganathan72 They fear to take muslims cases in general not to tell when controversy is involved as fear the Jihadis in them especially after Nupur's episode. SC judge and layers, Karnataka HC judges etc were threatened as well.",2022-10-13,
@TheLallantop @DelhiPolice DP works outstanding when culprit is muslim,2022-10-13,India
"Farooq ji u r lucky enough to be INDIAN muslim,had u been chinese one and as per your deed, do u think u would have been living freely in china as u r living freely  ""Am An Indian Muslim, Not Chinese Muslim"": Farooq Abdullah Jabs Centre - NDTV https://t.co/xrvFBoylPs",2022-10-13,
Islam is fucked https://t.co/zfnnEO158G,2022-10-13,
"Dear #Muslim, if you ever wanted to see #Allah's #Muhammad dancing, now's the time to do it, all while exposing #Islam's #AntiSemitism &amp; genocidal eschatology, &amp; a nice snippet from the Gospel / Injeel / Injil about Christ's return near the end:
https://t.co/p2N3Nbrihf",2022-10-13,
The judiciary is trasspassing into the area which is strictly reserved for religous scholars to decide as per Quran. Justice gupta has no right to say Hijab is not an essential oart of islam. He should be sorry for that.,2022-10-13,"Patharkandi, karimganj, assam"
"Hijab is essential to Islam! This has not been accepted by either of Judges! That’s a very important point! Now it comes to individual freedom v/s School, office, Army, Court, parliament, public places freedom! As Priyanka said girls have freedom to wear bikinis if they wish! https://t.co/lCDZbDnVzY",2022-10-13,Bengaluru South
"Alhamdulillah it has been decide that Tongi Ijtema for followers of Nizamuddin will be held on 20,21,22,January 2023 InshaAllah. May Allah make it a means of Hidayat. All countries are requested to attend and send jamats for the success of the Ijtema. Wasalam-Sayed Wasiful Islam",2022-10-13,Bangladesh 🇧🇩🇧🇩🇧🇩
"Do the ""women have a right to choose"" brigade have anything to say about the niqab ban in Switzerland? I must have missed their high profile campaign to support Muslim women's rights there.",2022-10-13,
"The final event in the series, “Contextualizing the War on Terror and Anti-Muslim Racism,” is taking place today at 2pm! Join the Office for Diversity, Equity, and Inclusion for this conversation. You can attend in person in Sykes 115 or on Zoom: https://t.co/5FOz0CAdFG https://t.co/qaj57B7cXT",2022-10-13,"West Chester, PA"
"@IAMCouncil @BJP4India The height of previleges &amp; supremacy you pathetic groups ha e attained that, after a few days, you guys will protest &amp; cry foul that Indian intelligence agencies are threatening to kill innocent people (Muslims) who're planning to carry out mere bomb blasts in a Hindu festival!🤬",2022-10-13,
@zeckoid @DrMohammedAziz @freemonotheist Also I want to ask - What is your overall claim? Because I’m not getting it? Are you trying to say Islam is false due to there being difference of opinion? What’s you overall claim?,2022-10-13,
"@TheJaggi Choice in this case is of maulvi.  Muslim parents have to follow his fatva.  Child has to obey her parents.  So the matter is very clear. 
It is not her choice  but of maulvi",2022-10-13,
@jayy2626 @Mukeshk_1 @Govinda1248 U r so right… we Hindus are divided while all Muslims are united…😡😡😡,2022-10-13,
@Alhamdhulillaah For muslim brothers means just another muslim not all.. Quran 5.51 don't take Jews and Christians as colleagues or anything.. Correct me if I am wrong,2022-10-13,"Chennai, India"
@iamlassamor First follow good muslim,2022-10-13,
"@LandonSchnabel @jeffguhin @CodyArlie The African American presence is not the primary determinant. See how I discuss Arab Muslim mosques during WW1 and WW2 in Muslims of the Heartland, for example.",2022-10-13,"Indianapolis, IN"
@dbp_wan In Islam true dreams have influenced the course of history. Hadiths also indicate that Prophet Muhammad SAW stated the importance of Dreams closer to time of Qiyamah. Muhammad Qasim has seen many dreams for the future of Muslim ummah. https://t.co/qcO2PVyItH https://t.co/2ficpoCHTR,2022-10-13,
@ReallySwara @rohini_sgh @scribe_prashant @iamnarendranath @IsmatAraa @sakshijoshii @abhisar_sharma @TanushreePande Madam please can you ask Rohini ji to unblock me? Before I donate my eyes to save my muslim sisters from evil eyes I want to see Rohini ji.,2022-10-13,Death valley
"@gulf_news @khushsundar For spreading hate against Muslims in India? She supports Yogi to destroy Muslim homes, she supports focusing Muslim kids not to wear hijab in India ? Thanks UAE for supporting Kushboo and encouraging her hate towards Muslims . Shameless UAE",2022-10-13,"California, USA"
@RightsRobins Just  a very weird question even the way it’s phrased. ‘The Muslims’ hmm,2022-10-13,"Liverpool, England"
"@sardesairajdeep If he was concerned for Girl education, He should have asked Muslim community to give up Hijab so that Girl doesn't look different and educate in Uniformity.",2022-10-13,
"@thugman112 @MaajidNawaz @TulsiGabbard I think there is only one aspect of Japan that they admire. Skinny cows or cow meat, the one unifying factor is hatred of Islam: https://t.co/OU9i0GstVn",2022-10-13,
"@VinSidious @SirajAHashmi @Newsweek I've been in Twitter spats with Jews talking shit about Mary, mother of God and to my surprise Muslims came in and started defending her. Might be tike for an enemy of my enemy is my friend situation to beat back the globalists.",2022-10-13,The Shire
"@trtworldforum Muhammad Qasim saw Jibril AS in his dream, and he then was taken to a place where a beautiful recitation of Surah Rahman was happening. Qasim has seen many divine dreams, and there are warnings for the Muslims in these dreams. More at https://t.co/z80unlzCIn https://t.co/YuYcwfyrW3",2022-10-13,
@sunny_aruna @ashoswai How many Muslim females are forced  to wear the hijab?,2022-10-13,
@MrAndyNgo Look at all those white supremacists disguised as Muslims! 😲,2022-10-13,
"@miahruh123 Yess exactly. Like I wanna be the best Muslim I can be and I get so frustrated when I don't live upto it bcz I know I can do better, be better etc",2022-10-13,
"@aseb2aden @EthioSeeker “Prince of Dankali was a friend of the Abyssinians but that the Adaleans were their ancient enemies” 

Ludolf stressed this because it was unheard of in that region i.e Ajuuran helped liberate the Muslims on the Swahili coast.",2022-10-13,⚔️ Dhir Dhabbe | Djibouti 🇩🇯
@Stimela_Mgazi @Abramjee @CyrilRamaphosa @PresidencyZA @DIRCO_ZA @KSAmofaEN @KSAembassyza @sahuchajj Many Muslims in South Africa save up for years to undertake this scared pilgrimage however the Saudi government has a limit of people from sa that can go. This needs to be increased to allow more people,2022-10-13,
"American Muslims literally don’t believe in 1400 years of Islamic scholarship. Their whole approach to haram and halal is based on their feelings. 

“I feel this is right.”
“I feel this is wrong.”

Fam what about the Quran, Sunnah, understanding of the Sahaba???",2022-10-13,
"@troutwhispers @TrueNorthCentre 5.6 million canadians, prevented from getting on a plane, train, or crossing a border.  Prevented from restaurants, from schools/colleges, from jobs.  Fired from hospitals, from government jobs, from airlines.  This does not happen to jews, muslims, gays or trans.",2022-10-13,"Alberta, Canada, California."
@Tanks199 @ThisIsEnvy This MP is hateful. He also supported taliban extremist views and compared them to India's freedom fighters. He does not represent entire muslims. These kind of people exist in every religion. Stop paying attention to his views..,2022-10-13,Mars
"@MyLifeAndMyArt @AlBN309 She's free right, but i think she knows very well that in islam she shouldn't do this and be proud of it , she's grown up and knows exactly what she doing,  other children wont understand the right and wrong, in my opinion everyone is free as long as they doesn't effect anyone",2022-10-13,out of time
"'The Muslims are like a single man; if his eye has a complaint, all of him complains, and if his head has a complaint, all of him complains.' 
~ Prophet Muhammad upon whom be peace in Sahih Muslim, narration 2586.",2022-10-13,London and the South of France
"@ConstantinStHe1 Its the direction of travel, very soon we will be outnumbered by muslims and then we get an Islamic state and believe it or not the woke, liberal,Globalists wanted it and worked hard to achieve it, and they will be the first and worst victims of it.",2022-10-13,
"@Sajjad57394441 @DavidBCollum Unlike Islam and it's followers, the remainder of the civilized world and its peoples have evolved.",2022-10-13,
That man done had life-changing experiences. He gon’ be Muslim in about three months. https://t.co/i6HQhG0gdA,2022-10-13,
"@ANI Good point. It's like saying in sabrimala case, a muslim side should have also been there.",2022-10-13,"New Delhi, India"
@Naijabiography_ So we have two type of Muslims nìyẹn. The ones that accommodates other people from other religion &amp; the ones that kills other people due to their religion..,2022-10-13,"Lagos, Nigeria"
"@Saba09015938 16 countries banned this. Why?  And dont start the crap that caveman's pissfuls are nice people who won't explode in public. They're  terrorists. Rules for normal people  wont apply for them.
See here muslim women in Iran are thanking you.. https://t.co/kn5qFlOMdj",2022-10-13,
"@Proudhuman_00 Of course. Masjids are places of worship, places of comfort for Muslims, place of mass gathering and socialization.",2022-10-13,"God’s Earth, Renter"
"We have a big announcement coming tomorrow. Follow us to hear more about what's coming up. Watch this space. 👀
#kidlit #newbook #selfpublishing #indieauthor #love #youandme #positivity #Islam #booklaunch #changingthenarrative #childrensbooks #fall #autumnvibes https://t.co/PQHEssIP7X",2022-10-13,London
Muslim protesters shut down Michigan school-board meeting over LGBTQ books | National Review https://t.co/tfuhAJIgZs,2022-10-13,"Anjangaon, Maharashtra"
"@MrAndyNgo I live in IRAN, we have an Islamist dictatorship. I am here to testify that muslims know homosexuality as a sin and they will punish homosexuals with a death sentence when they are in power. so respect them or not, your choice. but you can be sure they don't respect you.",2022-10-13,
"@TrueNorthCentre 5.6 million canadians, prevented from getting on a plane, train, or crossing a border.  Prevented from restaurants, from schools/colleges, from jobs.  Fired from hospitals, from government jobs, from airlines.  This does not happen to jews, muslims, gays or trans.",2022-10-13,"Alberta, Canada, California."
@prosaicOne @vvoidlap58 @MMAFighting Islam in last 365 days fought 4 times. More than Charles,2022-10-13,
"Euro-Invasion in #ONE162!

Legendary lightweight kickboxer Nieky Holzken will take on mighty contender Islam Murtazaev on October 21, 6:30 p.m. LIVE on One Sports!

#ONEChampionship https://t.co/ICD6IqdLBe",2022-10-13,Philippines
@AbdullahIta1 MashaAllah but the case isn't just with Italians. Anywhere you find yourself among non Muslims while you are practicing your deen people look at you differently.,2022-10-13,"Kano,Abuja Nigeria 🇳🇬💕"
Never thought once I would agree with Muslims on something. https://t.co/pWO6FVllhw,2022-10-13,ウィスコンシン州ヘイワード、スティーブンスポイント
"@ISay30756430 @WasiqUK Three: Implying that there is no problem b/c Hinduism is so much better for the world than Islam, makes the precise opposite case you think it does. 

I've stood with Hindus against radical Islam for years, and I will continue to do so. Your kind of thinking is counterproductive.",2022-10-13,"Kenilworth Park, DC."
"📸 “Whoever distances [himself] from the [Muslim] community [even] an inch,Allah will remove Islam's attachment from him.”

Hashtag : 👉 #IndiaWithHussain 🇮🇳 https://t.co/oBNeh5RL8A",2022-10-13,"Mau, India"
"@flyingbeast320 Why are you pulling Muslims, Mr @flyingbeast320. I was a subscriber of you heartly. But plz stop commenting against Muslims in all the possible ways you get. It disappoints a lot for me and all the mulsim subscribers you have. If anyone Muslims does wrong to you then say his name",2022-10-13,"Ambur, Tamil Nadu, India"
@sandhyaravishan Why you guys killed 1000s of muslims in Gujarat?? That is dharma??,2022-10-13,
@MrAndyNgo Muslims Be like:,2022-10-13,
@xcix_11 western muslims piss me off,2022-10-13,any pronouns
@DrDadabhoy @PBS @naushero This is FABULOUS!! And urgent! Congratulations to your magnificent sister and the Muslim communities the film uplifts.,2022-10-13,NotHereNotThereNotAnywhere
Why was Bunny’s “ Isis bride “ comment islamophobic ? I’ve been waiting to hear an explanation .  I know people use comments about extremists to “ help” people connect the dots between terrorism and Islam in general but that’s not what I got from what was said,2022-10-13,oklahoma
@Reformed_Boi @KorewaCataruto @Abdulla96092687 Just cite the verses cuz,2022-10-13,
@DaveAtherton20 @jolenebuntinguk You criticise Islam didn’t you. They get upset &amp; offended no such thing as greedy of speech these days. It’s the Islam way or no way,2022-10-13,"Sunderland, England"
I am have decided to take out my eyes so that I could save Muslim women from my evil eyes. This is least I could do for my sisters.,2022-10-13,Death valley
"@ANI Also, has Allah directed Hijab as compulsory in quran? 
1. If not, what is the harm in Following uniform of a secular school?
2. If yes, then are the Muslim ladies who do not wear Hijab are disobeying the instruction of Allah?
Example - rana ayyub, arfa, saba, sayema.",2022-10-13,India
@harisenthusiast @varusruju i mean they can't digest their meal without demeaning pakistan or islam.,2022-10-13,
"@PoliticsMichael @ArielleScarcell True, not all. Only half(!) https://t.co/UACEbStUHm",2022-10-13,
@OfficialProfAMB Wishing for birthday it's forbidden in Islam,2022-10-13,"Mymensingh, Bangladesh"
they'll stand up for the gay muslim Palestinian's rights living in israel but won't reconginze several other Palestinians' rights who are killed every day.... fucking hypocrites,2022-10-13,"15 yemen road, yemen"
"@RashmiS69466472 @barandbench Private companies/schools can't make discriminatory laws. Just like Sikh students can't be turned away for wearing turban, so can't be Muslim students for wearing hijab.",2022-10-13,"She/Her, -गी"
